tempo,abertura,alto,baixo,fechamento,volume,Dividends,Stock Splits,moeda,mercado
2022-10-31 00:00:00-04:00,151.48161720462969,152.54978395861494,150.25520017044423,151.65963745117188,97943200,0.0,0.0,AAPL,EUA
2022-11-01 00:00:00-04:00,153.38056153560368,153.74650207061524,147.49576747910936,148.9990997314453,80379300,0.0,0.0,AAPL,EUA
2022-11-02 00:00:00-04:00,147.3177299977992,150.50244486952198,143.41101904891966,143.44068908691406,93604600,0.0,0.0,AAPL,EUA
2022-11-03 00:00:00-04:00,140.50323810024403,141.23513426938646,137.22951303281607,137.35809326171875,97918500,0.0,0.0,AAPL,EUA
2022-11-04 00:00:00-04:00,140.7660291597736,141.34062664564317,133.12787791789256,137.09060668945312,140814800,0.23,0.0,AAPL,EUA
2022-11-07 00:00:00-05:00,135.83246239480874,137.85344780864278,134.40587734193127,137.62559509277344,83374600,0.0,0.0,AAPL,EUA
2022-11-08 00:00:00-05:00,139.10170456950343,140.11218962572033,136.20891408416472,138.20018005371094,89908500,0.0,0.0,AAPL,EUA
2022-11-09 00:00:00-05:00,137.20949321404166,137.25903035043765,133.33592194369456,133.61331176757812,74917800,0.0,0.0,AAPL,EUA
2022-11-10 00:00:00-05:00,139.92396464437974,145.50149536132812,138.20017210942194,145.50149536132812,118854000,0.0,0.0,AAPL,EUA
2022-11-11 00:00:00-05:00,144.461308012217,148.61225437453263,143.02480650666106,148.30514526367188,93979700,0.0,0.0,AAPL,EUA
2022-11-14 00:00:00-05:00,147.58191903990516,148.8797102196772,146.0562600848468,146.89834594726562,73374100,0.0,0.0,AAPL,EUA
2022-11-15 00:00:00-05:00,150.80166307906364,152.15889301222154,147.1757621810515,148.6419677734375,89868300,0.0,0.0,AAPL,EUA
2022-11-16 00:00:00-05:00,147.74043840066372,148.4735335395305,145.91757170010015,147.40359497070312,64218300,0.0,0.0,AAPL,EUA
2022-11-17 00:00:00-05:00,145.0655927873975,150.06854111031015,144.78820297021446,149.3156280517578,80389400,0.0,0.0,AAPL,EUA
2022-11-18 00:00:00-05:00,150.89081018022702,151.27717565076162,148.57261735701957,149.88031005859375,74829600,0.0,0.0,AAPL,EUA
2022-11-21 00:00:00-05:00,148.76085054493495,148.96888535249187,146.3435834321019,146.63087463378906,58724100,0.0,0.0,AAPL,EUA
2022-11-22 00:00:00-05:00,146.74976836265094,149.0184240921763,145.5609375545138,148.78065490722656,51804100,0.0,0.0,AAPL,EUA
2022-11-23 00:00:00-05:00,148.0574684095027,150.41529714785662,147.94849275058854,149.66238403320312,58301400,0.0,0.0,AAPL,EUA
2022-11-25 00:00:00-05:00,146.92806810021025,147.492764184959,145.74915391621346,146.7299346923828,35195900,0.0,0.0,AAPL,EUA
2022-11-28 00:00:00-05:00,143.78761600890013,145.2736393306608,142.04402075334752,142.87619018554688,69246000,0.0,0.0,AAPL,EUA
2022-11-29 00:00:00-05:00,142.9455536992715,143.46071276858763,139.04227782711595,139.85462951660156,83763800,0.0,0.0,AAPL,EUA
2022-11-30 00:00:00-05:00,140.08243833654913,147.33423832862434,139.24036764890675,146.65066528320312,111380900,0.0,0.0,AAPL,EUA
2022-12-01 00:00:00-05:00,146.82902616992533,147.74045204608186,145.24392848823717,146.92808532714844,71250400,0.0,0.0,AAPL,EUA
2022-12-02 00:00:00-05:00,144.59998618650692,146.62097130179018,144.2928619946105,146.4327392578125,65447400,0.0,0.0,AAPL,EUA
2022-12-05 00:00:00-05:00,146.39312536826404,149.513768516836,144.41176079987244,145.2637481689453,68826400,0.0,0.0,AAPL,EUA
2022-12-06 00:00:00-05:00,145.699657023478,145.92750972593578,140.59763397171506,141.5784149169922,64727200,0.0,0.0,AAPL,EUA
2022-12-07 00:00:00-05:00,140.8651383262455,142.034136347512,138.69554136762227,139.6267852783203,69721100,0.0,0.0,AAPL,EUA
2022-12-08 00:00:00-05:00,141.03350961285912,142.18270451964221,139.7852555623525,141.32080078125,62128300,0.0,0.0,AAPL,EUA
2022-12-09 00:00:00-05:00,141.01370372742358,144.2136181856281,139.58711891034096,140.83538818359375,76097000,0.0,0.0,AAPL,EUA
2022-12-12 00:00:00-05:00,141.37034715156412,143.1535781378491,139.7456289455291,143.1436767578125,70462700,0.0,0.0,AAPL,EUA
2022-12-13 00:00:00-05:00,148.1070116584406,148.57263357331792,142.89602792768954,144.11456298828125,93886200,0.0,0.0,AAPL,EUA
2022-12-14 00:00:00-05:00,143.9956697421396,145.29346105888666,139.8447087346677,141.8756103515625,82291200,0.0,0.0,AAPL,EUA
2022-12-15 00:00:00-05:00,139.79514862162543,140.4787216740558,134.76248185173864,135.2281036376953,98931900,0.0,0.0,AAPL,EUA
2022-12-16 00:00:00-05:00,135.41634781658013,136.36739423153304,132.48392195115318,133.25665283203125,160156900,0.0,0.0,AAPL,EUA
2022-12-19 00:00:00-05:00,133.85108689745988,133.9402446769657,130.09640761101713,131.13661193847656,79592600,0.0,0.0,AAPL,EUA
2022-12-20 00:00:00-05:00,130.16573629391237,132.0084058279577,128.6797129637665,131.0672607421875,77432800,0.0,0.0,AAPL,EUA
2022-12-21 00:00:00-05:00,131.74091056247187,135.5352250826263,131.5130578963193,134.18789672851562,85928000,0.0,0.0,AAPL,EUA
2022-12-22 00:00:00-05:00,133.0981661929665,133.3062009999434,129.08590006140003,130.99790954589844,77852100,0.0,0.0,AAPL,EUA
2022-12-23 00:00:00-05:00,129.70010402548496,131.18612723629474,128.43203209492273,130.63134765625,63814900,0.0,0.0,AAPL,EUA
2022-12-27 00:00:00-05:00,130.15583216691817,130.18555142356502,127.5206138890858,128.8184051513672,69007800,0.0,0.0,AAPL,EUA
2022-12-28 00:00:00-05:00,128.46175899020446,129.80908738613678,124.69717116723324,124.86558532714844,85438400,0.0,0.0,AAPL,EUA
2022-12-29 00:00:00-05:00,126.79740543885308,129.26420186001027,126.53983352350512,128.40231323242188,75703700,0.0,0.0,AAPL,EUA
2022-12-30 00:00:00-05:00,127.21351886775186,128.73916297159573,126.24264687972683,128.71934509277344,77034200,0.0,0.0,AAPL,EUA
2023-01-03 00:00:00-05:00,129.06608634479036,129.68030452162526,123.01301700389877,123.90463256835938,112117500,0.0,0.0,AAPL,EUA
2023-01-04 00:00:00-05:00,125.70767760201481,127.46118952184275,123.91454504113075,125.1826171875,89113600,0.0,0.0,AAPL,EUA
2023-01-05 00:00:00-05:00,125.94542736004992,126.57946337342895,123.59751534617322,123.85508728027344,80962700,0.0,0.0,AAPL,EUA
2023-01-06 00:00:00-05:00,124.83587539185405,129.07598675452044,123.72630852461685,128.4122314453125,87754700,0.0,0.0,AAPL,EUA
2023-01-09 00:00:00-05:00,129.25431194699144,132.16692012612083,128.6797144387554,128.93728637695312,70790800,0.0,0.0,AAPL,EUA
2023-01-10 00:00:00-05:00,129.04626472881955,130.0369469810136,126.9262053137887,129.5118865966797,63896200,0.0,0.0,AAPL,EUA
2023-01-11 00:00:00-05:00,130.02703651215805,132.2659728036448,129.24440423893634,132.2461700439453,69458900,0.0,0.0,AAPL,EUA
2023-01-12 00:00:00-05:00,132.63252242420967,133.00897133734927,130.21525571729393,132.16690063476562,71379600,0.0,0.0,AAPL,EUA
2023-01-13 00:00:00-05:00,130.799805107307,133.66287683662014,130.43325743127713,133.50436401367188,57809700,0.0,0.0,AAPL,EUA
2023-01-17 00:00:00-05:00,133.5736971381636,136.01076714573364,132.88022254725394,134.67335510253906,63646600,0.0,0.0,AAPL,EUA
2023-01-18 00:00:00-05:00,135.54514851402828,137.31846303544214,133.77181887600344,133.9501495361328,69672800,0.0,0.0,AAPL,EUA
2023-01-19 00:00:00-05:00,132.83066830844814,134.98044682181893,132.5235592517681,134.00958251953125,58280400,0.0,0.0,AAPL,EUA
2023-01-20 00:00:00-05:00,134.01949425343062,136.7339690742396,132.96937348173864,136.58535766601562,80223600,0.0,0.0,AAPL,EUA
2023-01-23 00:00:00-05:00,136.833020792065,141.9845803315799,136.61506949847274,139.795166015625,81760300,0.0,0.0,AAPL,EUA
2023-01-24 00:00:00-05:00,139.00261908907294,141.82606944686427,138.9927177089085,141.20193481445312,66435100,0.0,0.0,AAPL,EUA
2023-01-25 00:00:00-05:00,139.57722970140298,141.1028738036697,137.51660868777418,140.53819274902344,65799300,0.0,0.0,AAPL,EUA
2023-01-26 00:00:00-05:00,141.8359895668473,142.90592831379684,140.57781875562705,142.61863708496094,54105100,0.0,0.0,AAPL,EUA
2023-01-27 00:00:00-05:00,141.82607255467883,145.85814139515608,141.7468161617938,144.57025146484375,70555800,0.0,0.0,AAPL,EUA
2023-01-30 00:00:00-05:00,143.60933149150912,144.1938304963564,141.51899096263912,141.66758728027344,64015300,0.0,0.0,AAPL,EUA
2023-01-31 00:00:00-05:00,141.37036016421538,142.9950785198001,140.9542754152182,142.94554138183594,65874500,0.0,0.0,AAPL,EUA
2023-02-01 00:00:00-05:00,142.62853295134704,145.24393363722174,140.00323088438256,144.07492065429688,77663600,0.0,0.0,AAPL,EUA
2023-02-02 00:00:00-05:00,147.51258015711215,149.77133446520813,146.7893863512896,149.41470336914062,118339000,0.0,0.0,AAPL,EUA
2023-02-03 00:00:00-05:00,146.65066485903543,155.91354821257076,146.45253146937551,153.0603790283203,154357300,0.0,0.0,AAPL,EUA
2023-02-06 00:00:00-05:00,151.14839243295378,151.67345279630499,149.37506280709064,150.3162078857422,69858300,0.0,0.0,AAPL,EUA
2023-02-07 00:00:00-05:00,149.23636936430097,153.7835971367229,149.23636936430097,153.20899963378906,83322600,0.0,0.0,AAPL,EUA
